session_id,startTime,endTime,ProductList,gender
u18984,26/11/14 20:24,26/11/14 20:24,A00002/B00003/C00014/D13361/,female
u21982,07/12/14 0:13,07/12/14 0:15,A00001/B00015/C00043/D20626/;A00001/B00015/C00043/D09519/,male
u17256,22/11/14 14:25,22/11/14 14:27,A00001/B00015/C00098/D09689/;A00001/B00015/C00098/D09690/;A00001/B00015/C00098/D09694/,male
u14362,22/11/14 10:58,22/11/14 10:58,A00002/B00003/C00046/D03345/,female
u14046,16/12/14 18:05,16/12/14 18:05,A00002/B00003/C00012/D29759/,female
u23210,17/12/14 16:24,17/12/14 16:24,A00002/B00002/C00007/D27985/,female
u21776,21/12/14 20:12,21/12/14 20:12,A00001/B00009/C00028/D34934/,female
u24601,18/12/14 21:35,18/12/14 21:56,A00003/B00022/C00048/D28376/;A00003/B00022/C00048/D32356/;A00003/B00022/C00048/D32364/,female
u22235,22/12/14 17:30,22/12/14 17:31,A00002/B00004/C00018/D32766/;A00002/B00004/C00337/D25718/;A00002/B00006/C00015/D30289/,female
u23250,19/12/14 13:53,19/12/14 14:01,A00002/B00005/C00125/D23027/;A00002/B00007/C00016/D00514/,female
u22739,09/12/14 10:23,09/12/14 10:27,A00002/B00001/C00019/D23310/;A00002/B00001/C00019/D23311/;A00002/B00003/C00014/D23314/;A00002/B00003/C00005/D23318/,female
u17567,23/11/14 21:19,23/11/14 21:19,A00002/B00017/C00139/D10918/,female
u17722,23/11/14 22:32,23/11/14 22:32,A00002/B00017/C00161/D10977/,female
u24584,18/12/14 20:02,18/12/14 20:02,A00001/B00001/C00019/D05849/,female
u12524,06/12/14 21:57,06/12/14 21:58,A00002/B00002/C00002/D10167/,female
u20472,08/12/14 22:45,08/12/14 22:48,A00002/B00001/C00100/D22982/;A00002/B00003/C00012/D22984/;A00001/B00001/C00001/D22985/;A00002/B00001/C00100/D21090/;A00002/B00002/C00007/D22989/;A00002/B00001/C00053/D22990/,female
u19675,30/11/14 7:42,30/11/14 7:48,A00002/B00002/C00007/D16142/;A00002/B00002/C00007/D10437/;A00002/B00002/C00007/D09571/;A00002/B00002/C00007/D16143/;A00002/B00002/C00007/D07291/;A00002/B00002/C00007/D16144/;A00002/B00002/C00007/D16145/;A00002/B00002/C00007/D16146/;A00002/B00002/C00007/D16147/;A00002/B00002/C00007/D16148/;A00002/B00002/C00007/D16149/;A00002/B00002/C00007/D16150/;A00002/B00002/C00007/D16152/;A00002/B00002/C00007/D16153/,female
u11702,17/11/14 16:33,17/11/14 16:33,A00002/B00003/C00006/D05816/,female
u13259,23/11/14 19:36,23/11/14 19:36,A00002/B00005/C00057/D10087/,male
u20887,07/12/14 12:37,07/12/14 12:37,A00002/B00004/C00060/D20891/,female
u17789,26/11/14 20:14,26/11/14 20:14,A00002/B00002/C00003/D13334/;A00002/B00002/C00003/D13335/;A00002/B00002/C00003/D13337/,female
u11483,22/11/14 10:25,22/11/14 10:25,A00010/B00054/C00163/D09389/,female
u22025,07/12/14 12:49,07/12/14 13:01,A00002/B00003/C00014/D11121/;A00002/B00003/C00006/D20904/;A00002/B00003/C00006/D03545/;A00002/B00016/C00091/D20910/,female
u13102,16/11/14 16:35,16/11/14 16:35,A00001/B00004/C00122/D04323/,female
u22757,17/12/14 12:42,17/12/14 12:42,A00003/B00012/C00048/D30349/,female
u17357,12/12/14 12:00,12/12/14 12:02,A00002/B00007/C00012/D24733/;A00002/B00007/C00027/D24734/,female
u22678,09/12/14 14:26,09/12/14 14:26,A00006/B00059/C00388/D23743/,female
u20020,02/12/14 8:39,02/12/14 8:39,A00002/B00003/C00005/D17539/,female
u14913,16/11/14 21:08,16/11/14 21:08,A00002/B00002/C00007/D01948/,female
u23826,15/12/14 16:10,15/12/14 16:11,A00002/B00002/C00007/D28318/;A00002/B00002/C00011/D28319/;A00002/B00002/C00012/D28320/;A00002/B00002/C00007/D15557/;A00002/B00002/C00007/D27845/,female
u21388,06/12/14 10:16,06/12/14 10:16,A00002/B00003/C00079/D19331/,female
u12177,17/11/14 9:21,17/11/14 9:21,A00002/B00002/C00002/D02007/,female
u20051,19/12/14 21:25,19/12/14 21:25,A00003/B00012/C00051/D33341/,female
u12136,16/11/14 19:41,16/11/14 19:41,A00003/B00012/C00073/D04523/,female
u14578,19/12/14 19:45,19/12/14 19:48,A00009/B00041/C00137/D33376/;A00009/B00041/C00137/D33377/;A00009/B00041/C00137/D33381/,female
u15924,21/11/14 14:49,21/11/14 14:49,A00002/B00003/C00006/D08476/,female
u18432,26/11/14 17:00,26/11/14 17:01,A00002/B00005/C00056/D13112/;A00002/B00005/C00056/D13113/;A00002/B00005/C00056/D13114/;A00002/B00005/C00067/D13115/;A00002/B00003/C00037/D13118/,female
u17916,25/11/14 7:28,25/11/14 7:29,A00002/B00002/C00007/D11112/;A00002/B00002/C00007/D11113/,female
u23800,15/12/14 11:11,15/12/14 11:12,A00003/B00022/C00028/D27807/,female
u10643,25/11/14 10:28,25/11/14 10:35,A00003/B00022/C00048/D11293/;A00003/B00022/C00048/D11296/;A00003/B00022/C00048/D11298/;A00003/B00022/C00048/D11302/,female
u12073,26/11/14 10:16,26/11/14 10:16,A00002/B00003/C00005/D05478/,female
u19192,27/11/14 11:48,27/11/14 11:48,A00001/B00015/C00043/D14038/,male
u15188,18/11/14 13:28,18/11/14 13:28,A00003/B00020/C00052/D06883/,female
u18607,08/12/14 9:59,08/12/14 10:01,A00002/B00007/C00024/D19739/;A00002/B00007/C00024/D21960/,female
u14182,15/11/14 19:05,15/11/14 19:07,A00003/B00022/C00032/D03141/;A00003/B00022/C00073/D03144/;A00003/B00022/C00032/D03147/,male
u24363,18/12/14 2:45,18/12/14 2:45,A00001/B00037/C00135/D31160/;A00001/B00037/C00113/D31161/,male
u13423,17/11/14 6:56,17/11/14 7:03,A00003/B00012/C00051/D04898/;A00003/B00012/C00051/D04900/;A00003/B00012/C00048/D04902/;A00003/B00012/C00051/D04903/;A00003/B00012/C00051/D04904/,female
u17791,27/11/14 11:08,27/11/14 11:08,A00002/B00001/C00010/D13981/,female
u16138,18/11/14 19:33,18/11/14 19:33,A00003/B00012/C00048/D07420/,female
u24626,19/12/14 9:20,19/12/14 9:20,A00001/B00001/C00001/D32590/,male
u18039,18/12/14 20:18,18/12/14 20:23,A00002/B00002/C00007/D00873/;A00002/B00002/C00007/D05327/;A00002/B00002/C00007/D32244/;A00002/B00002/C00011/D32247/;A00002/B00002/C00002/D24465/,male
u21315,09/12/14 19:53,09/12/14 20:01,A00003/B00012/C00048/D20150/;A00003/B00012/C00048/D24095/;A00003/B00012/C00048/D24099/;A00003/B00012/C00051/D24127/;A00003/B00012/C00048/D24104/;A00003/B00012/C00048/D12535/;A00003/B00012/C00048/D11882/;A00003/B00012/C00048/D24142/,female
u20787,22/12/14 20:53,22/12/14 20:53,A00010/B00069/C00435/D33879/,male
u12330,14/11/14 13:29,14/11/14 13:34,A00003/B00012/C00036/D00912/;A00003/B00012/C00036/D00915/;A00003/B00012/C00036/D00924/;A00003/B00012/C00036/D00931/,female
u10457,25/11/14 19:32,25/11/14 19:34,A00002/B00002/C00003/D11935/;A00002/B00003/C00006/D09998/;A00002/B00016/C00091/D01568/,female
u23592,20/12/14 19:28,20/12/14 19:32,A00002/B00002/C00022/D15950/;A00002/B00002/C00022/D34259/;A00002/B00002/C00022/D28333/;A00002/B00002/C00022/D34260/;A00002/B00002/C00022/D34262/,female
u10880,26/11/14 7:57,26/11/14 7:58,A00002/B00002/C00007/D02355/;A00002/B00002/C00007/D00266/,female
u20866,14/12/14 8:20,14/12/14 8:20,A00002/B00003/C00006/D26851/,female
u16988,13/12/14 16:48,13/12/14 16:49,A00006/B00057/C00071/D24931/;A00006/B00057/C00071/D26191/;A00006/B00057/C00071/D26250/,female
u17783,15/12/14 12:58,15/12/14 12:58,A00002/B00002/C00004/D24416/,female
u22425,18/12/14 11:08,18/12/14 11:13,A00002/B00007/C00016/D15914/;A00005/B00060/C00266/D31474/;A00002/B00002/C00004/D31430/,male
u14289,15/11/14 20:23,15/11/14 20:23,A00002/B00007/C00016/D00510/,female
u14407,13/12/14 19:01,13/12/14 19:01,A00001/B00015/C00202/D26349/,male
u14670,08/12/14 10:33,08/12/14 10:33,A00003/B00012/C00051/D22023/,female
u12401,14/11/14 14:09,14/11/14 14:09,A00002/B00005/C00125/D01047/,female
u19851,20/12/14 20:21,20/12/14 20:21,A00002/B00007/C00017/D34097/,female
u15190,17/11/14 9:52,17/11/14 14:54,A00002/B00001/C00059/D05051/;A00002/B00001/C00059/D02612/,female
u15297,17/11/14 12:34,17/11/14 12:34,A00002/B00007/C00027/D05469/,female
u11247,15/12/14 14:50,15/12/14 14:50,A00002/B00002/C00007/D28173/,female
u23773,15/12/14 9:24,15/12/14 9:31,A00002/B00002/C00007/D14048/;A00002/B00002/C00007/D06386/;A00002/B00002/C00007/D19078/;A00002/B00002/C00007/D08480/;A00002/B00002/C00007/D15714/;A00002/B00002/C00007/D26106/;A00002/B00002/C00007/D04269/,female
u14830,18/11/14 23:50,18/11/14 23:50,A00004/B00013/C00080/D07576/,male
u10263,23/11/14 8:12,23/11/14 8:12,A00002/B00002/C00004/D10288/,male
u16140,22/11/14 15:08,22/11/14 15:09,A00002/B00002/C00007/D02355/,female
u18138,26/11/14 3:29,26/11/14 3:31,A00002/B00002/C00007/D12214/;A00002/B00002/C00007/D04526/,female
u22727,09/12/14 9:42,09/12/14 9:42,A00002/B00007/C00024/D09816/,female
u18588,26/11/14 8:24,26/11/14 8:24,A00001/B00001/C00020/D12273/,male
u13912,06/12/14 13:49,06/12/14 13:49,A00002/B00003/C00005/D19820/,female
u16607,19/12/14 13:09,19/12/14 13:09,A00002/B00002/C00009/D32959/,male
u16112,16/12/14 10:42,16/12/14 10:42,A00001/B00001/C00019/D00138/,male
u21668,15/12/14 9:49,15/12/14 9:50,A00002/B00002/C00007/D27737/,female
u24345,17/12/14 23:17,17/12/14 23:23,A00002/B00003/C00005/D25975/;A00002/B00001/C00123/D31134/;A00002/B00001/C00123/D31135/;A00002/B00001/C00123/D15863/;A00002/B00001/C00123/D13222/;A00002/B00001/C00123/D31139/;A00002/B00001/C00123/D31140/,female
u19104,27/11/14 9:57,27/11/14 10:00,A00002/B00002/C00007/D08099/;A00002/B00002/C00007/D01948/;A00002/B00002/C00007/D13832/;A00002/B00002/C00007/D13833/,female
u13599,15/11/14 10:31,15/11/14 10:35,A00002/B00001/C00049/D02283/;A00002/B00003/C00014/D02451/;A00002/B00003/C00014/D02458/;A00002/B00003/C00014/D02455/,female
u17529,23/11/14 9:55,23/11/14 9:55,A00001/B00001/C00029/D10379/;A00001/B00009/C00028/D10387/,male
u23618,13/12/14 22:00,13/12/14 22:01,A00002/B00002/C00011/D26680/;A00002/B00002/C00011/D26682/,female
u21472,06/12/14 18:57,06/12/14 18:57,A00002/B00002/C00002/D07781/,male
u22494,08/12/14 13:40,08/12/14 13:40,A00001/B00004/C00154/D22336/,male
u20285,14/12/14 15:33,14/12/14 15:33,A00002/B00002/C00003/D27183/,female
u12299,14/11/14 13:18,14/11/14 13:18,A00003/B00012/C00048/D00872/,female
u15952,16/12/14 20:40,16/12/14 20:40,A00002/B00002/C00002/D00499/,male
u22316,08/12/14 12:14,08/12/14 12:14,A00002/B00016/C00127/D14593/,female
u18492,01/12/14 20:54,01/12/14 21:12,A00002/B00001/C00053/D17179/;A00002/B00001/C00053/D17225/;A00002/B00001/C00177/D02041/;A00002/B00001/C00177/D17197/;A00002/B00001/C00049/D17178/;A00002/B00001/C00020/D17209/;A00002/B00001/C00020/D16351/;A00002/B00004/C00178/D17244/,male
u12485,22/12/14 8:51,22/12/14 8:52,A00003/B00012/C00028/D35154/,female
u24624,19/12/14 8:57,19/12/14 9:22,A00001/B00031/C00130/D32573/;A00001/B00009/C00032/D11289/,female
u19634,06/12/14 9:02,06/12/14 9:02,A00002/B00003/C00014/D19467/,female
u14167,15/11/14 18:54,15/11/14 18:54,A00002/B00002/C00007/D02820/,female
u19167,27/11/14 11:38,27/11/14 11:38,A00009/B00041/C00137/D13972/;A00009/B00041/C00137/D14009/,male
u21758,18/12/14 10:58,18/12/14 11:02,A00003/B00012/C00051/D12463/;A00003/B00012/C00051/D17983/;A00003/B00012/C00051/D03961/,female
u12889,15/12/14 14:07,15/12/14 14:07,A00002/B00007/C00115/D28095/,female
u18695,07/12/14 22:30,07/12/14 22:33,A00002/B00003/C00046/D21644/;A00002/B00003/C00046/D21645/;A00002/B00003/C00046/D16446/,female
u14372,06/12/14 17:55,06/12/14 17:55,A00003/B00004/C00089/D20182/,female
u16678,21/11/14 14:12,21/11/14 14:12,A00002/B00002/C00002/D03232/,female
u12686,26/11/14 13:20,26/11/14 13:25,A00002/B00002/C00003/D11269/;A00002/B00002/C00003/D07483/;A00002/B00002/C00007/D12650/;A00002/B00002/C00002/D00550/,female
u12311,14/11/14 13:23,14/11/14 13:28,A00002/B00003/C00006/D00884/;A00002/B00016/C00044/D00893/;A00002/B00016/C00044/D00907/,female
u11969,15/12/14 14:41,15/12/14 14:44,A00003/B00022/C00073/D28156/;A00003/B00022/C00073/D28161/,female
u16544,19/11/14 21:40,19/11/14 21:41,A00002/B00003/C00014/D00700/,female
u18642,01/12/14 12:27,01/12/14 12:28,A00002/B00002/C00009/D05487/;A00002/B00002/C00007/D11268/,female
u14898,02/12/14 10:26,02/12/14 10:26,A00002/B00002/C00007/D00390/,female
u10184,14/11/14 0:37,14/11/14 0:37,A00001/B00001/C00020/D00045/,male
u24232,22/12/14 15:38,22/12/14 15:49,A00007/B00025/C00289/D35611/;A00007/B00025/C00289/D35613/;A00007/B00025/C00355/D35615/;A00007/B00025/C00289/D15465/;A00007/B00025/C00289/D15464/;A00007/B00025/C00289/D35621/,male
u18243,06/12/14 6:23,06/12/14 6:23,A00002/B00007/C00016/D19348/,female
u11001,06/12/14 20:48,06/12/14 20:50,A00002/B00002/C00003/D20435/;A00002/B00002/C00003/D20436/;A00002/B00003/C00006/D08385/;A00002/B00002/C00003/D10867/;A00002/B00002/C00003/D20440/;A00002/B00002/C00003/D15696/,female
u20353,08/12/14 13:12,08/12/14 13:12,A00003/B00022/C00074/D22278/,female
u15891,17/12/14 22:39,17/12/14 22:40,A00001/B00001/C00092/D26813/,male
u15955,18/11/14 13:17,18/11/14 13:17,A00002/B00002/C00007/D00232/,female
u15193,17/11/14 9:57,17/11/14 9:57,A00002/B00001/C00020/D05167/,female
u11828,08/12/14 17:11,08/12/14 17:11,A00002/B00002/C00003/D22659/,female
u21214,05/12/14 22:38,05/12/14 22:38,A00002/B00002/C00002/D06058/,female
u22382,12/12/14 13:51,12/12/14 13:51,A00004/B00014/C00087/D24877/,female
u15523,17/12/14 16:55,17/12/14 16:56,A00002/B00004/C00060/D18214/;A00002/B00004/C00060/D30807/,female
u11727,21/11/14 15:11,21/11/14 15:11,A00002/B00002/C00007/D08613/,female
u17522,07/12/14 14:21,07/12/14 14:21,A00003/B00021/C00064/D20969/;A00003/B00021/C00064/D20971/,female
u22928,15/12/14 15:47,15/12/14 15:47,A00002/B00003/C00005/D28290/,female
u19718,06/12/14 13:39,06/12/14 13:41,A00002/B00002/C00002/D19797/;A00002/B00002/C00007/D19390/;A00002/B00002/C00007/D09142/,female
u23097,12/12/14 9:21,12/12/14 9:21,A00002/B00002/C00007/D24463/,female
u13204,05/12/14 9:24,05/12/14 9:26,A00002/B00002/C00007/D18211/;A00002/B00002/C00007/D00266/,female
u24085,18/12/14 10:29,18/12/14 10:31,A00002/B00010/C00034/D31400/;A00002/B00003/C00046/D02765/,female
u17848,29/11/14 11:23,29/11/14 11:27,A00004/B00014/C00185/D15462/;A00004/B00014/C00109/D15469/,male
u20977,05/12/14 19:13,05/12/14 19:13,A00002/B00001/C00150/D04127/,female
u19731,19/12/14 21:51,19/12/14 21:51,A00002/B00007/C00041/D33543/,female
u10429,18/11/14 15:10,18/11/14 15:10,A00002/B00004/C00061/D07092/,female
u13836,17/11/14 20:51,17/11/14 20:52,A00003/B00022/C00048/D06120/;A00003/B00022/C00048/D06121/,male
u22233,07/12/14 21:55,07/12/14 21:58,A00002/B00017/C00161/D21591/;A00002/B00017/C00161/D21593/;A00002/B00017/C00161/D20397/;A00002/B00017/C00161/D21600/,female
u10077,21/12/14 15:20,21/12/14 15:20,A00002/B00007/C00017/D34756/,female
u12477,09/12/14 14:06,09/12/14 14:08,A00003/B00012/C00048/D23689/;A00003/B00012/C00048/D23694/,female
u13531,15/11/14 8:40,15/11/14 8:40,A00003/B00012/C00048/D02205/,female
u23406,15/12/14 19:26,15/12/14 19:34,A00002/B00017/C00155/D28516/;A00002/B00017/C00155/D28519/;A00002/B00017/C00152/D28523/;A00002/B00004/C00066/D28528/;A00002/B00004/C00066/D27635/;A00002/B00017/C00152/D28531/;A00002/B00017/C00152/D28532/,female
u11820,08/12/14 10:40,08/12/14 10:40,A00002/B00002/C00002/D07316/,female
u14112,18/12/14 17:16,18/12/14 17:16,A00002/B00002/C00007/D31520/;A00002/B00002/C00007/D17052/,female
u14774,17/12/14 8:33,17/12/14 8:34,A00002/B00003/C00014/D30155/;A00002/B00003/C00014/D30156/,female
u14881,17/12/14 8:05,17/12/14 8:11,A00001/B00004/C00066/D30126/;A00001/B00004/C00066/D27014/,male
u16588,19/12/14 17:16,19/12/14 17:19,A00002/B00002/C00007/D32672/;A00002/B00002/C00007/D18028/;A00002/B00002/C00007/D33270/;A00002/B00002/C00007/D00297/;A00002/B00002/C00007/D03929/;A00002/B00002/C00007/D31635/;A00002/B00002/C00007/D32736/,female
u13969,14/12/14 22:49,14/12/14 22:50,A00002/B00002/C00007/D27515/;A00002/B00002/C00007/D27516/,female
u12842,16/12/14 15:02,16/12/14 15:02,A00002/B00003/C00037/D29448/,male
u24188,16/12/14 20:23,16/12/14 20:24,A00002/B00004/C00066/D29879/;A00002/B00004/C00066/D01060/,female
u13971,15/11/14 14:26,15/11/14 14:31,A00002/B00003/C00006/D02834/;A00002/B00003/C00046/D02765/;A00002/B00003/C00014/D02845/,female
u15378,17/11/14 15:23,17/11/14 15:25,A00002/B00003/C00037/D02363/;A00001/B00001/C00012/D05698/;A00002/B00001/C00049/D05700/,female
u11590,14/11/14 10:42,14/11/14 10:42,A00002/B00004/C00102/D00554/,male
u22942,16/12/14 18:13,16/12/14 18:15,A00002/B00003/C00006/D29768/;A00002/B00003/C00006/D29769/;A00002/B00003/C00006/D29770/,female
u22130,07/12/14 18:17,07/12/14 18:22,A00002/B00002/C00007/D00297/;A00002/B00002/C00007/D00266/;A00002/B00002/C00007/D06987/;A00002/B00002/C00004/D01076/,female
u24985,22/12/14 20:54,22/12/14 20:58,A00002/B00002/C00003/D04674/;A00002/B00002/C00003/D31818/;A00002/B00002/C00003/D25274/;A00002/B00002/C00003/D24706/;A00002/B00002/C00003/D24883/;A00002/B00002/C00003/D12310/,female
u20928,12/12/14 16:52,12/12/14 16:52,A00002/B00011/C00173/D15435/,female
u21053,08/12/14 21:17,08/12/14 21:17,A00002/B00002/C00007/D18547/,female
u18985,29/11/14 14:18,29/11/14 14:18,A00002/B00003/C00006/D15593/,female
u14801,16/11/14 16:15,16/11/14 16:15,A00002/B00006/C00030/D04286/,female
u16001,18/11/14 15:53,18/11/14 15:56,A00002/B00002/C00004/D07176/;A00002/B00002/C00004/D07183/;A00002/B00002/C00004/D07186/,female
u24342,20/12/14 10:37,20/12/14 10:39,A00002/B00003/C00006/D03073/;A00002/B00003/C00006/D09750/;A00002/B00003/C00006/D10340/,female
u22451,08/12/14 12:27,08/12/14 12:29,A00002/B00002/C00004/D22216/;A00002/B00002/C00004/D22219/;A00002/B00002/C00004/D22223/,female
u14995,12/12/14 10:04,12/12/14 10:04,A00002/B00007/C00098/D02136/,female
u15382,12/12/14 10:58,12/12/14 11:03,A00002/B00007/C00098/D02136/;A00002/B00007/C00098/D24618/;A00002/B00007/C00098/D24624/,female
u16264,12/12/14 10:35,12/12/14 10:35,A00011/B00050/C00396/D24616/,male
u15330,29/11/14 11:18,29/11/14 11:29,A00007/B00025/C00289/D15457/;A00007/B00025/C00289/D15458/;A00007/B00025/C00355/D15459/;A00007/B00025/C00289/D15460/;A00007/B00025/C00289/D15463/;A00007/B00025/C00289/D15464/;A00007/B00025/C00289/D15465/;A00007/B00025/C00289/D15467/;A00007/B00025/C00289/D15474/,female
u21121,19/12/14 9:16,19/12/14 9:17,A00002/B00001/C00224/D32601/,female
u18924,09/12/14 8:34,09/12/14 8:35,A00002/B00002/C00007/D19059/,male
u10003,14/11/14 0:02,14/11/14 0:16,A00002/B00002/C00002/D00002/;A00002/B00002/C00003/D00003/;A00002/B00002/C00007/D00007/;A00002/B00002/C00002/D00009/;A00002/B00002/C00003/D00010/;A00002/B00002/C00007/D00011/;A00002/B00002/C00002/D00012/;A00002/B00002/C00007/D00014/;A00002/B00002/C00003/D00017/;A00002/B00002/C00011/D00021/;A00002/B00002/C00004/D00023/;A00002/B00002/C00012/D00025/,female
u19494,28/11/14 10:21,28/11/14 10:21,A00002/B00002/C00002/D15022/;A00002/B00003/C00006/D15010/,female
u14036,15/11/14 15:52,15/11/14 15:52,A00002/B00002/C00007/D02944/,female
u19754,01/12/14 13:51,01/12/14 13:53,A00002/B00002/C00022/D09868/;A00002/B00002/C00002/D10806/;A00002/B00002/C00002/D16745/,female
u19548,01/12/14 10:02,01/12/14 10:07,A00002/B00002/C00007/D16444/;A00002/B00003/C00006/D16445/;A00002/B00002/C00022/D16448/;A00002/B00003/C00006/D16451/;A00002/B00003/C00006/D16454/;A00002/B00003/C00006/D16458/,male
u15816,08/12/14 20:18,08/12/14 20:20,A00002/B00007/C00017/D22778/;A00002/B00007/C00021/D16793/;A00002/B00007/C00021/D22783/,female
u23378,13/12/14 8:36,13/12/14 8:36,A00002/B00003/C00046/D25625/;A00002/B00003/C00046/D25626/,female
u18908,26/11/14 18:36,26/11/14 18:37,A00002/B00001/C00123/D13222/;A00002/B00001/C00123/D08721/;A00002/B00001/C00123/D07961/;A00002/B00001/C00123/D13179/,male
u20356,12/12/14 22:11,12/12/14 22:11,A00003/B00022/C00074/D25466/,female
u15509,17/12/14 22:13,17/12/14 22:13,A00002/B00002/C00007/D19986/,female
u17389,22/11/14 18:33,23/11/14 4:12,A00001/B00001/C00001/D09989/;A00001/B00001/C00001/D00668/,male
u21998,07/12/14 9:17,07/12/14 9:17,A00001/B00001/C00182/D18351/;A00001/B00001/C00001/D20710/,male
u17593,15/12/14 22:25,15/12/14 22:25,A00002/B00001/C00059/D28754/,female
u15626,06/12/14 21:18,06/12/14 21:21,A00003/B00012/C00048/D13780/;A00003/B00012/C00048/D13781/;A00003/B00012/C00048/D18857/,female
u12871,25/11/14 21:13,25/11/14 21:13,A00002/B00010/C00095/D12032/,female
u15447,18/11/14 16:58,18/11/14 16:58,A00002/B00002/C00081/D07295/,female
u16240,01/12/14 11:58,01/12/14 11:59,A00003/B00012/C00036/D12385/;A00003/B00012/C00036/D12827/;A00003/B00012/C00036/D01851/,female
u10834,15/11/14 7:45,15/11/14 7:45,A00002/B00002/C00007/D00266/;A00002/B00002/C00007/D00878/,female
u12618,17/11/14 15:59,17/11/14 15:59,A00008/B00029/C00088/D05566/,female
u12636,25/11/14 21:27,25/11/14 21:27,A00002/B00003/C00046/D03966/,male
u14259,17/12/14 20:37,17/12/14 20:38,A00001/B00009/C00032/D24494/;A00001/B00009/C00032/D02947/,male
u11768,27/11/14 12:21,27/11/14 12:21,A00002/B00002/C00003/D01017/,female
u13707,15/11/14 10:35,15/11/14 10:37,A00004/B00014/C00187/D02462/;A00004/B00014/C00187/D02453/;A00004/B00014/C00187/D02466/,male
u15500,16/12/14 12:23,16/12/14 12:23,A00002/B00002/C00002/D00205/;A00002/B00002/C00002/D28006/,female
u24651,19/12/14 13:58,19/12/14 13:58,A00002/B00002/C00003/D32270/,female
u17176,22/11/14 11:50,22/11/14 11:50,A00002/B00003/C00006/D09490/,female
u11091,16/11/14 23:11,16/11/14 23:11,A00002/B00003/C00005/D01384/,female
u19175,27/11/14 15:46,27/11/14 15:48,A00003/B00012/C00048/D11175/;A00003/B00012/C00048/D07215/;A00003/B00012/C00051/D09376/,female
u20570,02/12/14 9:08,02/12/14 9:08,A00003/B00021/C00064/D17581/,female
u20308,17/12/14 19:44,17/12/14 19:46,A00001/B00001/C00182/D04870/;A00001/B00001/C00182/D21063/,male
u22885,09/12/14 14:34,09/12/14 14:34,A00002/B00002/C00007/D17010/,female
u15842,18/11/14 15:43,18/11/14 15:43,A00003/B00022/C00036/D07162/,female
u12106,18/12/14 11:19,18/12/14 11:20,A00002/B00002/C00007/D31520/;A00002/B00002/C00007/D00579/,female
u14058,13/12/14 15:37,13/12/14 15:38,A00002/B00017/C00139/D26149/,female
u17020,20/12/14 0:25,20/12/14 0:25,A00001/B00011/C00303/D09526/,male
u17920,27/11/14 7:55,27/11/14 8:05,A00001/B00009/C00031/D13614/;A00001/B00009/C00031/D13598/;A00001/B00009/C00037/D13619/;A00001/B00015/C00042/D11117/;A00001/B00009/C00012/D13621/;A00001/B00009/C00012/D13624/;A00001/B00009/C00012/D13626/;A00001/B00009/C00012/D13627/;A00001/B00009/C00012/D13628/;A00001/B00009/C00012/D13629/;A00001/B00009/C00012/D13630/,male
u15260,01/12/14 15:52,01/12/14 15:52,A00002/B00003/C00006/D04798/,female
u21819,12/12/14 16:52,12/12/14 16:55,A00002/B00003/C00006/D25153/;A00002/B00003/C00006/D25156/,female
u22568,08/12/14 15:58,08/12/14 15:58,A00002/B00003/C00005/D22488/,female
u23624,14/12/14 5:26,14/12/14 5:26,A00002/B00003/C00006/D13976/;A00002/B00003/C00006/D26830/,female
u14667,28/11/14 10:38,28/11/14 10:39,A00003/B00004/C00008/D15054/;A00003/B00004/C00089/D07140/;A00003/B00004/C00008/D15057/,female
u13999,06/12/14 14:00,06/12/14 14:00,A00002/B00001/C00049/D01267/,male
u13781,22/11/14 20:50,22/11/14 20:50,A00002/B00002/C00007/D09488/,female
u17328,28/11/14 14:41,28/11/14 14:41,A00002/B00005/C00013/D09461/,female
u24635,19/12/14 13:01,19/12/14 13:01,A00002/B00002/C00002/D15279/,female
u24779,20/12/14 12:23,20/12/14 12:23,A00002/B00004/C00244/D28953/,female
u12254,27/11/14 14:07,27/11/14 14:07,A00002/B00002/C00007/D02326/;A00002/B00002/C00007/D02329/,male
u16436,08/12/14 8:52,08/12/14 8:53,A00002/B00005/C00056/D21831/,female
u12948,17/11/14 14:16,17/11/14 14:18,A00003/B00035/C00254/D05609/;A00003/B00035/C00254/D05586/,male
u17489,23/11/14 7:27,23/11/14 7:38,A00002/B00002/C00007/D04724/;A00002/B00002/C00007/D10311/;A00002/B00002/C00007/D10314/;A00002/B00002/C00007/D00973/;A00002/B00002/C00007/D08928/;A00002/B00002/C00007/D10317/;A00002/B00002/C00007/D10318/,female
u12156,14/12/14 9:04,14/12/14 9:05,A00002/B00003/C00079/D02751/,female
u17398,29/11/14 15:53,29/11/14 15:54,A00002/B00007/C00016/D15729/,female
u18450,09/12/14 10:37,09/12/14 10:37,A00002/B00007/C00021/D06280/;A00002/B00007/C00021/D23351/;A00002/B00007/C00021/D23352/;A00002/B00007/C00021/D19358/;A00002/B00007/C00021/D23353/,female
u15419,22/12/14 10:45,22/12/14 10:47,A00003/B00028/C00148/D35294/;A00003/B00028/C00148/D35295/;A00003/B00028/C00148/D35296/,female
u18896,29/11/14 15:44,29/11/14 15:44,A00002/B00002/C00007/D15711/,female
u16302,18/12/14 14:15,18/12/14 14:20,A00002/B00002/C00011/D15423/;A00002/B00002/C00007/D19059/;A00002/B00002/C00007/D00048/;A00002/B00002/C00007/D15933/;A00002/B00002/C00081/D19604/,female
